Bank,Tweet Number,Tweet Date,Week,Quarter,gcp_score,Google Trend,Competitor1,Competitor2,Competitor3,Competitor4,ROA,ROS,Operating Income to Sales,Opearting Income to Assets,Operating Expenses to Sales,Cost of Goods to Sales,"Selling, General and Administrative Expenses to Sales"
CIBC,19,1/12/2012,11,1,-0.800000012,88,78,78,91,81,0.002125437,0.194939082,0.228678538,0.002493301,0.691893158,0.293580131,0.398313027
CIBC,20,1/18/2012,12,1,-0.600000024,86,79,80,82,78,0.002125437,0.194939082,0.228678538,0.002493301,0.691893158,0.293580131,0.398313027
CIBC,21,1/28/2012,13,1,0.100000001,87,78,81,82,78,0.002125437,0.194939082,0.228678538,0.002493301,0.691893158,0.293580131,0.398313027
CIBC,22,1/28/2012,13,1,0,87,78,81,82,78,0.002125437,0.194939082,0.228678538,0.002493301,0.691893158,0.293580131,0.398313027
CIBC,23,1/29/2012,13,1,0.400000006,87,78,81,82,78,0.002125437,0.194939082,0.228678538,0.002493301,0.691893158,0.293580131,0.398313027
CIBC,24,2/3/2012,14,2,-0.699999988,94,84,89,93,86,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,25,2/3/2012,14,2,-0.5,94,84,89,93,86,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,26,2/5/2012,14,2,-0.400000006,94,84,89,93,86,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,27,2/8/2012,15,2,-0.200000003,81,72,78,86,78,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,28,2/10/2012,15,2,-0.600000024,81,72,78,86,78,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,29,2/22/2012,17,2,0.800000012,86,74,79,83,76,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,30,2/28/2012,18,2,-0.699999988,94,84,89,90,88,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,31,3/2/2012,18,2,-0.699999988,94,84,89,90,88,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,32,3/8/2012,19,2,0.200000003,88,79,83,82,82,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,33,3/8/2012,19,2,0,88,79,83,82,82,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,34,3/15/2012,20,2,-0.100000001,89,80,82,79,84,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,35,3/28/2012,22,2,-0.100000001,89,81,80,85,83,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,36,4/3/2012,23,2,0.699999988,90,84,78,81,83,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,37,4/4/2012,23,2,0,90,84,78,81,83,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,38,4/17/2012,25,2,0.300000012,85,78,75,81,80,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,39,4/17/2012,25,2,-0.200000003,85,78,75,81,80,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,40,4/21/2012,25,2,0,85,78,75,81,80,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,41,4/24/2012,26,2,0.899999976,86,85,75,82,82,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,42,4/30/2012,27,2,0.899999976,98,89,82,93,90,0.002090549,0.19239905,0.221140143,0.002402841,0.686460808,0.289311164,0.397149644
CIBC,43,5/2/2012,27,3,-0.300000012,98,89,82,93,90,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,44,5/9/2012,28,3,0.200000003,89,86,77,86,86,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,45,5/9/2012,28,3,-0.600000024,89,86,77,86,86,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,46,5/9/2012,28,3,-0.699999988,89,86,77,86,86,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,47,5/14/2012,29,3,-0.800000012,94,81,84,90,88,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,48,5/24/2012,30,3,0,86,77,76,84,81,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,49,5/25/2012,30,3,-0.100000001,86,77,76,84,81,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,50,5/26/2012,30,3,-0.699999988,86,77,76,84,81,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,51,5/27/2012,30,3,0.400000006,86,77,76,84,81,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,52,5/28/2012,31,3,-0.100000001,93,86,85,91,87,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,53,6/1/2012,31,3,-0.400000006,93,86,85,91,87,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,54,6/1/2012,31,3,0.5,93,86,85,91,87,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,55,6/4/2012,32,3,-0.699999988,89,81,80,84,82,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,56,6/7/2012,32,3,0.699999988,89,81,80,84,82,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,57,6/8/2012,32,3,0.400000006,89,81,80,84,82,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,58,6/13/2012,33,3,0,89,77,77,87,85,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,59,6/27/2012,35,3,0,93,83,84,95,89,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,60,6/28/2012,35,3,-0.400000006,93,83,84,95,89,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,61,6/29/2012,35,3,0.899999976,93,83,84,95,89,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,62,7/3/2012,36,3,-0.800000012,95,87,84,97,92,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,63,7/13/2012,37,3,0.300000012,93,83,82,91,86,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,64,7/20/2012,38,3,-0.5,95,81,78,89,86,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,65,7/27/2012,39,3,-0.100000001,89,81,81,87,87,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,66,7/29/2012,39,3,-0.100000001,89,81,81,87,87,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,67,7/30/2012,40,3,-0.699999988,97,87,86,93,94,0.002092217,0.197133459,0.21875,0.002321638,0.697133459,0.288298872,0.408834586
CIBC,68,8/9/2012,41,4,0.400000006,89,80,77,82,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,69,8/13/2012,42,4,-0.300000012,91,82,81,86,88,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,70,8/13/2012,42,4,-0.800000012,91,82,81,86,88,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,71,8/20/2012,43,4,-0.699999988,93,80,79,87,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,72,8/20/2012,43,4,0,93,80,79,87,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,73,8/24/2012,43,4,-0.300000012,93,80,79,87,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,74,8/24/2012,43,4,-0.5,93,80,79,87,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,75,8/26/2012,43,4,0.200000003,93,80,79,87,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,76,8/27/2012,44,4,-0.699999988,98,90,86,99,91,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,77,8/28/2012,44,4,0.5,98,90,86,99,91,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,78,8/28/2012,44,4,0.699999988,98,90,86,99,91,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,79,9/9/2012,45,4,-0.699999988,95,84,86,95,88,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,80,9/9/2012,45,4,0,95,84,86,95,88,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,81,9/9/2012,45,4,-0.800000012,95,84,86,95,88,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,82,9/24/2012,48,4,0.899999976,92,82,81,89,82,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,83,9/25/2012,48,4,0.400000006,92,82,81,89,82,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,84,9/27/2012,48,4,0.100000001,92,82,81,89,82,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,85,9/30/2012,48,4,0.300000012,92,82,81,89,82,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,86,10/2/2012,49,4,-0.600000024,98,85,84,94,87,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,87,10/3/2012,49,4,-0.200000003,98,85,84,94,87,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,88,10/4/2012,49,4,-0.100000001,98,85,84,94,87,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,89,10/18/2012,51,4,-0.400000006,84,77,78,94,82,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,90,10/23/2012,52,4,-0.600000024,81,80,75,82,78,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,91,10/26/2012,52,4,-0.200000003,81,80,75,82,78,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,92,10/26/2012,52,4,-0.600000024,81,80,75,82,78,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,93,10/30/2012,53,4,-0.300000012,90,90,81,89,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,94,10/30/2012,53,4,-0.800000012,90,90,81,89,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,95,10/31/2012,53,4,0,90,90,81,89,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,96,10/31/2012,53,4,-0.400000006,90,90,81,89,84,0.002160733,0.201804368,0.223409307,0.002392059,0.704890788,0.290360874,0.414529915
CIBC,97,11/2/2012,53,5,0.899999976,90,90,81,89,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,98,11/2/2012,53,5,0,90,90,81,89,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,99,11/2/2012,53,5,0,90,90,81,89,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,100,11/4/2012,53,5,-0.600000024,90,90,81,89,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,101,11/5/2012,54,5,0.899999976,83,79,78,83,78,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,102,11/5/2012,54,5,0.300000012,83,79,78,83,78,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,103,11/12/2012,55,5,0,86,80,77,84,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,104,11/15/2012,55,5,-0.300000012,86,80,77,84,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,105,11/16/2012,55,5,0.100000001,86,80,77,84,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,106,11/16/2012,55,5,0,86,80,77,84,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,107,11/19/2012,56,5,-0.100000001,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,108,11/19/2012,56,5,-0.800000012,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,109,11/19/2012,56,5,-0.699999988,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,110,11/19/2012,56,5,-0.800000012,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,111,11/19/2012,56,5,0,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,112,11/20/2012,56,5,0,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,113,11/23/2012,56,5,0.100000001,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,114,11/23/2012,56,5,0,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,115,11/24/2012,56,5,-0.800000012,83,77,75,84,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,116,11/27/2012,57,5,0.300000012,90,84,80,90,83,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,117,11/27/2012,57,5,-0.400000006,90,84,80,90,83,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,118,11/28/2012,57,5,0,90,84,80,90,83,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,119,11/28/2012,57,5,0,90,84,80,90,83,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,120,12/1/2012,57,5,-0.200000003,90,84,80,90,83,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,121,12/3/2012,58,5,-0.400000006,89,80,82,83,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,122,12/3/2012,58,5,-0.800000012,89,80,82,83,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,123,12/5/2012,58,5,0.899999976,89,80,82,83,84,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,124,12/12/2012,59,5,0.200000003,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,125,12/14/2012,59,5,-0.100000001,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,126,12/14/2012,59,5,0.899999976,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,127,12/14/2012,59,5,-0.100000001,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,128,12/14/2012,59,5,0.699999988,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,129,12/15/2012,59,5,0.899999976,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,130,12/15/2012,59,5,-0.800000012,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,131,12/15/2012,59,5,-0.699999988,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,132,12/15/2012,59,5,-0.100000001,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,133,12/16/2012,59,5,-0.100000001,86,80,78,82,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,134,12/17/2012,60,5,0.699999988,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,135,12/18/2012,60,5,0.699999988,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,136,12/18/2012,60,5,0.5,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,137,12/19/2012,60,5,0.200000003,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,138,12/20/2012,60,5,-0.699999988,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,139,12/20/2012,60,5,-0.300000012,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,140,12/21/2012,60,5,0,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,141,12/21/2012,60,5,-0.400000006,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,142,12/21/2012,60,5,-0.800000012,96,86,79,90,86,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,143,1/2/2013,62,5,-0.5,97,93,87,90,89,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,144,1/3/2013,62,5,-0.899999976,97,93,87,90,89,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,145,1/3/2013,62,5,0,97,93,87,90,89,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,146,1/5/2013,62,5,-0.899999976,97,93,87,90,89,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,147,1/5/2013,62,5,-0.200000003,97,93,87,90,89,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,148,1/9/2013,63,5,0.200000003,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,149,1/9/2013,63,5,-0.300000012,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,150,1/10/2013,63,5,-0.699999988,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,151,1/10/2013,63,5,-0.5,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,152,1/11/2013,63,5,-0.699999988,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,153,1/11/2013,63,5,-0.800000012,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,154,1/11/2013,63,5,-0.200000003,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,155,1/11/2013,63,5,-0.800000012,87,83,76,83,82,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,156,1/18/2013,64,5,-0.699999988,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,157,1/18/2013,64,5,-0.100000001,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,158,1/18/2013,64,5,-0.600000024,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,159,1/18/2013,64,5,0,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,160,1/19/2013,64,5,0.200000003,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,161,1/20/2013,64,5,-0.400000006,86,84,77,81,81,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,162,1/21/2013,65,5,0,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,163,1/22/2013,65,5,-0.400000006,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,164,1/22/2013,65,5,0.400000006,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,165,1/23/2013,65,5,-0.699999988,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,166,1/24/2013,65,5,0.800000012,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,167,1/24/2013,65,5,0.200000003,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,168,1/25/2013,65,5,0.699999988,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,169,1/25/2013,65,5,-0.699999988,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,170,1/25/2013,65,5,0.300000012,83,81,76,82,79,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,171,1/28/2013,66,5,-0.800000012,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,172,1/28/2013,66,5,-0.5,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,173,1/28/2013,66,5,-0.400000006,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,174,1/28/2013,66,5,-0.800000012,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,175,1/28/2013,66,5,-0.699999988,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,176,1/28/2013,66,5,-0.5,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,177,1/28/2013,66,5,-0.600000024,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,178,1/28/2013,66,5,-0.400000006,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,179,1/28/2013,66,5,-0.600000024,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,180,1/28/2013,66,5,-0.400000006,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
CIBC,181,1/28/2013,66,5,-0.800000012,93,88,83,88,87,0.001993467,0.184495759,0.197926484,0.002138585,0.697219604,0.248114986,0.449104618
